570	2
1204	2
1667	2
1131	2
2089	2
562	2
193	2
193	2
177	2
177	2
923	2
1026	2
1984	2
7	2
1094	2
1094	2
1509	2
300	2
300	2
300	2
1419	2
822	2
822	2
1871	2
965	2
965	2
449	2
479	2
1412	2
720	3
2187	3
2055	3
619	3
1670	3
973	3
973	3
1959	3
1882	3
1402	3
441	3
1134	3
1032	3
1766	3
703	3
556	3
556	3
290	3
1536	3
1201	3
333	3
1173	3
1447	3
1447	3
1422	3
970	3
970	3
1158	3
1158	3
1633	3
1633	3
895	3
433	4
1811	4
494	4
891	4
891	4
987	4
1150	4
1893	4
315	4
315	4
1956	4
486	4
1636	4
1848	4
1865	4
1371	4
1808	4
1408	4
1408	4
1912	4
167	4
2008	4
1227	4
1197	4
2024	4
2024	4
2002	4
1723	4
305	4
2020	4
1188	4
247	4
247	4
1997	4
396	4
1853	4
498	4
1004	4
1222	5
1211	5
1906	5
297	5
1112	5
1756	5
1989	5
567	5
1612	5
1644	5
257	5
257	5
562	5
326	5
456	5
1425	5
1824	5
1626	5
467	5
2156	5
316	5
540	5
924	5
1621	5
163	5
1835	5
624	5
1468	5
806	5
1796	6
1796	6
1863	6
997	6
504	6
1162	6
2232	6
1529	6
1394	6
302	6
1472	6
243	6
243	6
1172	6
1229	6
1767	6
1140	6
557	6
1615	6
490	6
436	6
1204	6
1195	6
1195	6
1195	6
1389	6
1910	6
1232	6
238	6
1108	6
1446	6
1589	6
1868	6
2026	7
287	7
513	7
387	7
387	7
682	7
682	7
729	7
269	7
1377	7
196	7
196	7
403	7
1191	7
1191	7
721	7
721	7
2007	7
2143	7
962	7
1390	7
1136	7
1136	7
2168	7
650	7
740	7
176	7
176	7
453	7
1506	7
1725	7
2116	7
1808	7
1963	7
1963	7
545	7
1440	7
2018	7
1534	8
1448	8
396	8
1711	8
1410	8
1410	8
331	8
227	8
233	8
1514	8
985	8
1858	8
1156	8
1156	8
981	8
219	8
219	8
1404	8
1915	8
2087	8
1147	8
260	8
199	8
320	8
279	8
312	8
566	8
566	8
2067	8
338	8
1754	8
1754	8
1380	8
976	8
2165	8
1738	9
1371	9
1371	9
1716	9
1832	9
1832	9
1995	9
755	9
1992	9
2194	9
1790	9
1585	9
1036	9
1165	9
1112	9
1892	9
1892	9
1762	9
625	9
301	9
1527	9
719	9
1184	9
1581	9
869	9
1900	9
1612	9
1691	10
1117	10
2234	10
936	10
2200	10
467	10
284	10
1024	10
1024	10
563	10
658	10
2224	10
1909	10
696	10
683	10
434	10
229	10
1845	10
1134	10
1446	10
399	10
210	10
244	10
960	10
290	10
1171	10
965	10
965	10
1193	10
486	10
2152	10
2152	10
715	10
715	10
560	10
2181	10
2181	10
972	10
322	10
1700	10
1014	10
310	10
310	10
489	11
244	11
244	11
923	11
1518	11
1458	11
1188	11
297	11
385	11
1206	11
527	11
1721	11
1114	11
257	11
1819	11
1474	11
389	11
1255	11
269	11
240	11
1204	11
157	11
253	11
1897	11
1140	11
1140	11
1753	11
1753	11
1637	11
1231	11
1241	11
1765	11
1079	11
940	11
983	11
197	11
165	11
307	12
1198	12
1198	12
2134	12
1802	12
741	12
988	12
1678	12
1180	12
1505	12
2123	12
279	12
279	12
533	12
1467	12
1893	12
2002	12
263	12
263	12
1690	12
1690	12
624	12
1780	12
898	12
235	12
1862	12
1862	12
1185	12
1498	12
1498	12
907	12
331	12
544	13
721	13
313	13
1377	13
561	13
1179	13
2165	13
1595	13
1264	13
525	13
509	13
1250	13
822	13
351	13
1452	13
475	13
1493	13
644	13
632	13
2184	13
2062	13
2229	13
291	13
1143	13
639	13
1110	13
1645	13
251	13
1539	13
1835	13
399	13
399	13
1605	13
264	13
264	13
1970	14
1666	14
2133	14
2133	14
1844	14
2022	14
1011	14
1018	14
2244	14
2226	14
286	14
1578	14
240	14
1449	14
1029	14
1513	14
1513	14
1127	14
2010	14
2010	14
407	14
663	14
663	14
1151	14
1502	14
1502	14
926	14
1847	14
920	14
920	14
347	14
1230	14
1230	14
2004	15
1400	15
154	15
154	15
305	15
2081	15
1192	15
630	15
1609	15
258	15
2158	15
2158	15
1254	15
518	15
1463	15
2162	15
636	15
703	15
453	15
1505	15
1505	15
1505	15
274	15
274	15
1586	15
255	15
383	15
198	15
198	15
1246	15
1407	15
302	15
484	15
727	15
2007	15
1753	15
730	15
141	15
2106	15
2106	15
2106	15
1413	15
362	15
1633	16
2078	16
1475	16
914	16
1602	16
2013	16
821	16
1426	16
720	16
680	16
1520	16
1520	16
977	16
278	16
278	16
1423	16
1851	16
501	16
1261	16
1261	16
538	16
1497	16
1497	16
1165	16
1617	16
312	16
1857	16
316	16
1224	16
2052	16
1720	16
370	16
1510	17
1510	17
354	17
2233	17
2233	17
452	17
201	17
2222	17
1645	17
1525	17
672	17
646	17
146	17
146	17
1736	17
1534	17
1236	17
238	17
238	17
1530	17
1861	17
231	17
1242	17
1471	17
206	17
488	17
488	17
640	17
1889	17
1198	17
1198	17
1726	17
174	17
1024	17
1501	17
1501	17
1501	17
1501	17
2236	17
1084	17
1894	17
444	17
1727	17
1483	17
524	17
999	17
1898	17
1898	17
234	18
1432	18
1718	18
345	18
918	18
359	18
211	18
211	18
782	18
1832	18
224	18
637	18
1403	18
1104	18
1104	18
1104	18
969	18
217	18
309	18
1690	18
1605	18
2093	18
910	18
1749	18
411	18
150	18
925	18
1008	19
1495	19
1652	19
1656	19
632	19
1969	19
1969	19
1247	19
1417	19
2219	19
143	19
716	19
2015	19
1806	19
1846	19
2059	19
1183	19
1189	19
199	19
1993	19
373	19
1480	19
1675	19
1675	19
536	19
1400	19
383	19
668	19
673	19
1608	19
1608	19
522	19
2076	19
2076	19
1701	20
644	20
1217	20
1447	20
1489	20
1466	20
1466	20
380	20
1097	20
574	20
933	20
2133	20
2133	20
2133	20
568	20
639	20
1083	20
1784	20
1723	20
345	20
685	20
951	20
1003	20
2055	20
2055	20
1867	20
1241	20
663	20
2048	20
202	20
1967	20
1101	21
1101	21
915	21
915	21
1144	21
213	21
1499	21
1499	21
1505	21
1505	21
1741	21
2128	21
1894	21
1894	21
230	21
1054	21
728	21
2185	21
2086	21
2177	21
2177	21
2177	21
2066	21
1159	21
1617	21
1412	21
1412	21
1511	21
1640	21
2006	21
2165	21
1856	21
1856	21
154	21
148	21
1542	21
757	21
